[2026-03-29 21:57:41] Min FPS: 8.8 | Max FPS: 16.9
[2026-03-29 21:57:51] Min FPS: 8.5 | Max FPS: 17.5
[2026-03-29 21:58:01] Min FPS: 7.9 | Max FPS: 17.5
[2026-03-29 21:58:11] Min FPS: 9.4 | Max FPS: 18.2
[2026-03-29 21:58:21] Min FPS: 7.5 | Max FPS: 17.5
[2026-03-29 21:58:31] Min FPS: 9.5 | Max FPS: 17.2
[2026-03-29 21:58:41] Min FPS: 8.8 | Max FPS: 17.9
[2026-03-29 21:58:51] Min FPS: 8.7 | Max FPS: 16.9
[2026-03-29 21:59:01] Min FPS: 7.2 | Max FPS: 17.9
[2026-03-29 21:59:11] Min FPS: 8.8 | Max FPS: 17.5
[2026-03-29 21:59:21] Min FPS: 7.6 | Max FPS: 17.9
[2026-03-29 21:59:31] Min FPS: 7.9 | Max FPS: 17.5
[2026-03-29 21:59:41] Min FPS: 7.2 | Max FPS: 17.5
[2026-03-29 21:59:51] Min FPS: 8.8 | Max FPS: 17.2
[2026-03-29 22:00:01] Min FPS: 10.0 | Max FPS: 17.9
[2026-03-29 22:00:11] Min FPS: 6.9 | Max FPS: 17.5
[2026-03-29 22:00:21] Min FPS: 7.2 | Max FPS: 18.9
[2026-03-29 22:00:31] Min FPS: 7.0 | Max FPS: 17.5
[2026-03-29 22:00:41] Min FPS: 9.4 | Max FPS: 17.9
[2026-03-29 22:00:51] Min FPS: 8.8 | Max FPS: 18.5
[2026-03-29 22:01:01] Min FPS: 7.1 | Max FPS: 17.2
[2026-03-29 22:01:11] Min FPS: 8.3 | Max FPS: 17.9
[2026-03-29 22:01:21] Min FPS: 8.1 | Max FPS: 17.5
[2026-03-29 22:01:31] Min FPS: 8.8 | Max FPS: 17.9
[2026-03-29 22:01:41] Min FPS: 8.5 | Max FPS: 18.2
[2026-03-29 22:01:52] Min FPS: 7.8 | Max FPS: 17.5
[2026-03-29 22:02:02] Min FPS: 8.3 | Max FPS: 17.2
[2026-03-29 22:02:12] Min FPS: 8.7 | Max FPS: 17.9
[2026-03-29 22:02:22] Min FPS: 8.4 | Max FPS: 17.9
[2026-03-29 22:02:32] Min FPS: 9.3 | Max FPS: 17.9
[2026-03-29 22:02:42] Min FPS: 8.5 | Max FPS: 17.2
[2026-03-29 22:02:52] Min FPS: 8.7 | Max FPS: 17.2
[2026-03-29 22:03:02] Min FPS: 9.3 | Max FPS: 18.2
[2026-03-29 22:03:12] Min FPS: 8.3 | Max FPS: 17.5
[2026-03-29 22:03:22] Min FPS: 7.7 | Max FPS: 18.5
[2026-03-29 22:03:32] Min FPS: 8.9 | Max FPS: 17.9
[2026-03-29 22:03:42] Min FPS: 8.2 | Max FPS: 18.2
[2026-03-29 22:03:52] Min FPS: 9.4 | Max FPS: 17.9
[2026-03-29 22:04:02] Min FPS: 8.6 | Max FPS: 17.2
[2026-03-29 22:04:12] Min FPS: 8.5 | Max FPS: 18.5
[2026-03-29 22:04:22] Min FPS: 8.9 | Max FPS: 17.5
[2026-03-29 22:04:32] Min FPS: 7.5 | Max FPS: 17.5
[2026-03-29 22:04:42] Min FPS: 7.5 | Max FPS: 17.2
[2026-03-29 22:04:52] Min FPS: 8.0 | Max FPS: 17.2
[2026-03-29 22:05:02] Min FPS: 7.9 | Max FPS: 17.2
[2026-03-29 22:05:12] Min FPS: 9.0 | Max FPS: 16.9
[2026-03-29 22:05:22] Min FPS: 8.5 | Max FPS: 18.5
[2026-03-29 22:05:32] Min FPS: 9.1 | Max FPS: 17.2
[2026-03-29 22:05:42] Min FPS: 7.2 | Max FPS: 17.5
[2026-03-29 22:05:52] Min FPS: 9.3 | Max FPS: 18.5
[2026-03-29 22:06:03] Min FPS: 8.6 | Max FPS: 18.5
[2026-03-29 22:06:13] Min FPS: 8.9 | Max FPS: 17.2
[2026-03-29 22:06:23] Min FPS: 8.2 | Max FPS: 16.9
[2026-03-29 22:06:33] Min FPS: 8.6 | Max FPS: 17.5
[2026-03-29 22:06:43] Min FPS: 7.9 | Max FPS: 17.2
[2026-03-29 22:06:53] Min FPS: 8.3 | Max FPS: 17.9
[2026-03-29 22:07:03] Min FPS: 9.3 | Max FPS: 17.9
[2026-03-29 22:07:13] Min FPS: 8.3 | Max FPS: 17.2
[2026-03-29 22:07:23] Min FPS: 8.5 | Max FPS: 17.9
[2026-03-29 22:07:33] Min FPS: 8.7 | Max FPS: 17.2
[2026-03-29 22:07:43] Min FPS: 8.4 | Max FPS: 18.2
[2026-03-29 22:07:53] Min FPS: 8.5 | Max FPS: 18.2
[2026-03-29 22:08:03] Min FPS: 8.2 | Max FPS: 17.2
[2026-03-29 22:08:13] Min FPS: 8.5 | Max FPS: 17.5
[2026-03-29 22:08:23] Min FPS: 8.5 | Max FPS: 18.2
[2026-03-29 22:08:33] Min FPS: 9.1 | Max FPS: 17.5
[2026-03-29 22:08:43] Min FPS: 9.1 | Max FPS: 17.2
[2026-03-29 22:08:53] Min FPS: 8.3 | Max FPS: 17.9
