epoch,acc,char_acc,len_acc,loss,top3_acc,val_acc,val_char_acc,val_len_acc,val_loss,val_top3_acc
14,0.0,0.26455026865005493,1.0,1.9999526739120483,0.5449735522270203,0.0,0.1428571492433548,1.0,3.2249984741210938,0.5714285969734192
15,0.0,0.2222222238779068,1.0,1.9259272813796997,0.5449735522270203,0.0,0.1428571492433548,1.0,3.1911942958831787,0.5714285969734192
16,0.0,0.16402116417884827,1.0,1.9800255298614502,0.5449735522270203,0.0,0.1428571492433548,1.0,3.159074306488037,0.5714285969734192
17,0.0,0.25925925374031067,1.0,1.8788002729415894,0.60317462682724,0.0,0.1428571492433548,1.0,3.128657817840576,0.5714285969734192
18,0.0,0.2857142984867096,1.0,1.8118276596069336,0.6507936716079712,0.0,0.1428571492433548,1.0,3.1002895832061768,0.5714285969734192
19,0.0,0.35978835821151733,1.0,1.6895225048065186,0.7724867463111877,0.0,0.1428571492433548,1.0,3.074115753173828,0.5714285969734192
20,0.0,0.380952388048172,1.0,1.5218032598495483,0.8571428656578064,0.0,0.1428571492433548,1.0,3.049755334854126,0.5714285969734192
21,0.0,0.38624337315559387,1.0,1.3341165781021118,0.9735449552536011,0.0,0.2142857164144516,1.0,3.027104616165161,0.5714285969734192
22,0.0,0.42328041791915894,1.0,1.1707258224487305,1.0,0.0,0.2857142984867096,1.0,3.0059876441955566,0.5714285969734192
23,0.0,0.49735450744628906,1.0,1.140605092048645,1.0,0.0,0.2857142984867096,1.0,2.986797332763672,0.5714285969734192
24,0.0,0.5185185074806213,1.0,0.9838117957115173,1.0,0.0,0.2857142984867096,1.0,2.9692020416259766,0.5714285969734192
25,0.03703703731298447,0.6084656119346619,1.0,0.867102324962616,1.0,0.0,0.2857142984867096,1.0,2.9533944129943848,0.5714285969734192
26,0.07407407462596893,0.682539701461792,1.0,0.750621497631073,1.0,0.0,0.2857142984867096,1.0,2.939297914505005,0.5714285969734192
27,0.3333333432674408,0.8306878209114075,1.0,0.5797675848007202,1.0,0.0,0.2857142984867096,1.0,2.92653489112854,0.5714285969734192
28,0.3333333432674408,0.8624338507652283,1.0,0.4213481545448303,1.0,0.0,0.2857142984867096,1.0,2.9148330688476562,0.5714285969734192
29,0.5555555820465088,0.8994709253311157,1.0,0.36080944538116455,1.0,0.0,0.2857142984867096,1.0,2.9045474529266357,0.5714285969734192
30,0.29629629850387573,0.8783068656921387,1.0,0.3879134953022003,1.0,0.0,0.2857142984867096,1.0,2.895249128341675,0.5714285969734192
31,0.5555555820465088,0.920634925365448,1.0,0.31471744179725647,1.0,0.0,0.2857142984867096,1.0,2.8872311115264893,0.5714285969734192
32,0.7037037014961243,0.9523809552192688,1.0,0.25655752420425415,1.0,0.0,0.2857142984867096,1.0,2.87984299659729,0.5714285969734192
33,0.5185185074806213,0.920634925365448,1.0,0.3295152485370636,1.0,0.0,0.2857142984867096,1.0,2.873384952545166,0.5714285969734192
34,0.7407407164573669,0.9629629850387573,1.0,0.2841988503932953,1.0,0.0,0.2857142984867096,1.0,2.8676211833953857,0.6071428656578064
35,0.6666666865348816,0.9523809552192688,1.0,0.2517087459564209,1.0,0.0,0.2857142984867096,1.0,2.8624656200408936,0.5714285969734192
36,0.9629629850387573,0.9894179701805115,1.0,0.18887026607990265,1.0,0.0,0.2857142984867096,1.0,2.8579747676849365,0.5714285969734192
37,1.0,1.0,1.0,0.1733250766992569,1.0,0.0,0.2857142984867096,1.0,2.854093313217163,0.5714285969734192
38,0.7037037014961243,0.9576719403266907,1.0,0.23386980593204498,1.0,0.0,0.2857142984867096,1.0,2.8503243923187256,0.5714285969734192
39,0.8148148059844971,0.9682539701461792,1.0,0.20376409590244293,1.0,0.0,0.2857142984867096,1.0,2.8466339111328125,0.5714285969734192
40,0.8148148059844971,0.9735449552536011,1.0,0.21062296628952026,1.0,0.0,0.2857142984867096,1.0,2.843249797821045,0.5714285969734192
41,0.9259259104728699,0.9894179701805115,1.0,0.18330895900726318,1.0,0.0,0.2857142984867096,1.0,2.8401665687561035,0.5714285969734192
42,0.9629629850387573,0.9947090148925781,1.0,0.18419191241264343,1.0,0.0,0.2857142984867096,1.0,2.837209463119507,0.5714285969734192
43,0.8518518805503845,0.9788359999656677,1.0,0.21976743638515472,1.0,0.0,0.2857142984867096,1.0,2.8343021869659424,0.5714285969734192
44,0.9259259104728699,0.9841269850730896,1.0,0.1791389286518097,1.0,0.0,0.2857142984867096,1.0,2.8311848640441895,0.5714285969734192
45,0.9629629850387573,0.9947090148925781,1.0,0.1602725386619568,1.0,0.0,0.2857142984867096,1.0,2.8277294635772705,0.5714285969734192
46,0.9259259104728699,0.9894179701805115,1.0,0.16926588118076324,1.0,0.0,0.2857142984867096,1.0,2.824185609817505,0.5714285969734192
47,0.9259259104728699,0.9894179701805115,1.0,0.1645875871181488,1.0,0.0,0.2857142984867096,1.0,2.8207287788391113,0.5714285969734192
48,1.0,1.0,1.0,0.1575993150472641,1.0,0.0,0.2857142984867096,1.0,2.8170809745788574,0.5714285969734192
49,1.0,1.0,1.0,0.15290406346321106,1.0,0.0,0.1785714328289032,1.0,2.8132011890411377,0.6785714030265808
50,1.0,1.0,1.0,0.15367697179317474,1.0,0.0,0.1785714328289032,1.0,2.809150218963623,0.7142857313156128
51,1.0,1.0,1.0,0.16283677518367767,1.0,0.0,0.1785714328289032,1.0,2.8046720027923584,0.7142857313156128
52,1.0,1.0,1.0,0.15054476261138916,1.0,0.0,0.2142857164144516,1.0,2.7998907566070557,0.7142857313156128
53,0.9629629850387573,0.9947090148925781,1.0,0.15499648451805115,1.0,0.0,0.1785714328289032,1.0,2.7948648929595947,0.7142857313156128
54,0.9629629850387573,0.9947090148925781,1.0,0.15529927611351013,1.0,0.0,0.1428571492433548,1.0,2.7893354892730713,0.7142857313156128
55,1.0,1.0,1.0,0.14690659940242767,1.0,0.0,0.1428571492433548,1.0,2.7831082344055176,0.7142857313156128
56,1.0,1.0,1.0,0.15000218152999878,1.0,0.0,0.1428571492433548,1.0,2.776538610458374,0.7142857313156128
57,1.0,1.0,1.0,0.14822635054588318,1.0,0.0,0.1428571492433548,1.0,2.7695212364196777,0.7142857313156128
58,1.0,1.0,1.0,0.1488419771194458,1.0,0.0,0.1428571492433548,1.0,2.7618463039398193,0.7142857313156128
59,1.0,1.0,1.0,0.15096987783908844,1.0,0.0,0.1428571492433548,1.0,2.753800630569458,0.6428571343421936
60,1.0,1.0,1.0,0.15465320646762848,1.0,0.0,0.1428571492433548,1.0,2.7455191612243652,0.6428571343421936
61,1.0,1.0,1.0,0.14792287349700928,1.0,0.0,0.1428571492433548,1.0,2.736246109008789,0.6428571343421936
62,1.0,1.0,1.0,0.14790189266204834,1.0,0.0,0.1428571492433548,1.0,2.7265408039093018,0.6428571343421936
63,1.0,1.0,1.0,0.14882555603981018,1.0,0.0,0.1428571492433548,1.0,2.7163009643554688,0.6428571343421936
64,1.0,1.0,1.0,0.14877016842365265,1.0,0.0,0.1428571492433548,1.0,2.7051830291748047,0.6428571343421936
65,1.0,1.0,1.0,0.14738643169403076,1.0,0.0,0.1428571492433548,1.0,2.6933696269989014,0.6428571343421936
66,1.0,1.0,1.0,0.14774209260940552,1.0,0.0,0.1428571492433548,1.0,2.6809325218200684,0.6428571343421936
67,1.0,1.0,1.0,0.14619426429271698,1.0,0.0,0.1428571492433548,1.0,2.668104887008667,0.6785714030265808
68,1.0,1.0,1.0,0.14461717009544373,1.0,0.0,0.1428571492433548,1.0,2.6546361446380615,0.7142857313156128
69,1.0,1.0,1.0,0.14371486008167267,1.0,0.0,0.1428571492433548,1.0,2.640306234359741,0.7142857313156128
70,1.0,1.0,1.0,0.14627942442893982,1.0,0.0,0.1428571492433548,1.0,2.62538743019104,0.7142857313156128
71,1.0,1.0,1.0,0.1467464715242386,1.0,0.0,0.1428571492433548,1.0,2.6095497608184814,0.7142857313156128
72,1.0,1.0,1.0,0.14429481327533722,1.0,0.0,0.1428571492433548,1.0,2.5927443504333496,0.7142857313156128
73,1.0,1.0,1.0,0.1441297084093094,1.0,0.0,0.1428571492433548,1.0,2.5748515129089355,0.7142857313156128
74,1.0,1.0,1.0,0.1459590643644333,1.0,0.0,0.1428571492433548,1.0,2.5561716556549072,0.7142857313156128
75,1.0,1.0,1.0,0.1412610411643982,1.0,0.0,0.1428571492433548,1.0,2.5366997718811035,0.7142857313156128
76,1.0,1.0,1.0,0.1418459564447403,1.0,0.0,0.1428571492433548,1.0,2.5163350105285645,0.7142857313156128
77,1.0,1.0,1.0,0.14326399564743042,1.0,0.0,0.1428571492433548,1.0,2.494995594024658,0.7142857313156128
78,1.0,1.0,1.0,0.1415964812040329,1.0,0.0,0.1428571492433548,1.0,2.4724514484405518,0.7142857313156128
79,1.0,1.0,1.0,0.1413099765777588,1.0,0.0,0.1428571492433548,1.0,2.449247121810913,0.7142857313156128
80,1.0,1.0,1.0,0.14145150780677795,1.0,0.0,0.1428571492433548,1.0,2.425220012664795,0.7142857313156128
81,1.0,1.0,1.0,0.1394629329442978,1.0,0.0,0.1428571492433548,1.0,2.4002435207366943,0.7142857313156128
82,1.0,1.0,1.0,0.14022329449653625,1.0,0.0,0.1428571492433548,1.0,2.3740906715393066,0.7142857313156128
83,1.0,1.0,1.0,0.14250440895557404,1.0,0.0,0.1428571492433548,1.0,2.3471200466156006,0.7142857313156128
84,1.0,1.0,1.0,0.14042715728282928,1.0,0.0,0.1428571492433548,1.0,2.3193588256835938,0.7142857313156128
85,1.0,1.0,1.0,0.14118053019046783,1.0,0.0,0.1428571492433548,1.0,2.2907567024230957,0.7142857313156128
86,1.0,1.0,1.0,0.14022554457187653,1.0,0.0,0.1428571492433548,1.0,2.2609150409698486,0.7142857313156128
87,1.0,1.0,1.0,0.1410628706216812,1.0,0.0,0.1428571492433548,1.0,2.2302448749542236,0.7142857313156128
88,1.0,1.0,1.0,0.1387743502855301,1.0,0.0,0.1428571492433548,1.0,2.198589324951172,0.7857142686843872
89,1.0,1.0,1.0,0.14136745035648346,1.0,0.0,0.1428571492433548,1.0,2.1660118103027344,0.7857142686843872
90,1.0,1.0,1.0,0.14035312831401825,1.0,0.0,0.1428571492433548,1.0,2.1325771808624268,0.7857142686843872
91,1.0,1.0,1.0,0.13999879360198975,1.0,0.0,0.1428571492433548,1.0,2.098264455795288,0.8571428656578064
92,1.0,1.0,1.0,0.14137797057628632,1.0,0.0,0.1428571492433548,1.0,2.0627338886260986,0.8571428656578064
93,1.0,1.0,1.0,0.14141494035720825,1.0,0.0,0.1428571492433548,1.0,2.026813268661499,0.8571428656578064
94,1.0,1.0,1.0,0.13923020660877228,1.0,0.0,0.1428571492433548,1.0,1.9906278848648071,0.8571428656578064
95,1.0,1.0,1.0,0.14494143426418304,1.0,0.0,0.1428571492433548,1.0,1.9532873630523682,0.8571428656578064
96,1.0,1.0,1.0,0.14204195141792297,1.0,0.0,0.1428571492433548,1.0,1.9156712293624878,0.8571428656578064
97,1.0,1.0,1.0,0.14153006672859192,1.0,0.0,0.1785714328289032,1.0,1.8782336711883545,0.8571428656578064
98,1.0,1.0,1.0,0.14060957729816437,1.0,0.0,0.1785714328289032,1.0,1.8399658203125,0.8571428656578064
99,1.0,1.0,1.0,0.1399717628955841,1.0,0.0,0.2142857164144516,1.0,1.8012430667877197,0.8571428656578064
100,0.9629629850387573,0.9947090148925781,1.0,0.14480789005756378,1.0,0.0,0.2142857164144516,1.0,1.7624207735061646,0.8571428656578064
