epoch,acc,char_acc,len_acc,loss,top3_acc,val_acc,val_char_acc,val_len_acc,val_loss,val_top3_acc
0,0.0,0.0515873022377491,1.0,3.8672146797180176,0.1388888955116272,0.0,0.0,1.0,3.6942055225372314,0.0476190485060215
1,0.0,0.0476190485060215,0.9722222089767456,3.8783159255981445,0.1230158731341362,0.0,0.0,1.0,3.6923282146453857,0.02380952425301075
2,0.0,0.1190476194024086,0.9722222089767456,3.3921031951904297,0.2142857164144516,0.0,0.0,1.0,3.687384843826294,0.02380952425301075
3,0.0,0.261904776096344,1.0,2.6574389934539795,0.5595238208770752,0.0,0.0,1.0,3.6780145168304443,0.02380952425301075
4,0.0,0.2857142984867096,1.0,2.3683993816375732,0.5634920597076416,0.0,0.02380952425301075,1.0,3.6642942428588867,0.02380952425301075
5,0.0,0.2063492089509964,1.0,2.2109522819519043,0.5198412537574768,0.0,0.0476190485060215,1.0,3.64635968208313,0.1190476194024086
6,0.0,0.1666666716337204,1.0,2.1787054538726807,0.4722222089767456,0.0,0.0476190485060215,1.0,3.624282121658325,0.1428571492433548
7,0.0,0.1388888955116272,1.0,2.3507144451141357,0.5357142686843872,0.0,0.0714285746216774,1.0,3.5984508991241455,0.1428571492433548
8,0.0,0.2222222238779068,1.0,2.176250696182251,0.5714285969734192,0.0,0.1428571492433548,1.0,3.5698940753936768,0.1428571492433548
9,0.0,0.2460317462682724,1.0,2.0585744380950928,0.579365074634552,0.0,0.1428571492433548,1.0,3.5396997928619385,0.1666666716337204
10,0.0,0.1865079402923584,1.0,2.1448919773101807,0.511904776096344,0.0,0.1428571492433548,1.0,3.5087239742279053,0.2857142984867096
11,0.0,0.210317462682724,1.0,1.9822771549224854,0.5634920597076416,0.0,0.1428571492433548,1.0,3.4775826930999756,0.4047619104385376
12,0.0,0.2658730149269104,1.0,2.0001108646392822,0.5555555820465088,0.0,0.1428571492433548,1.0,3.446955680847168,0.4285714328289032
13,0.0,0.2261904776096344,1.0,2.0068275928497314,0.5753968358039856,0.0,0.1428571492433548,1.0,3.4168388843536377,0.4285714328289032
14,0.0,0.1984127014875412,1.0,2.022886037826538,0.5873016119003296,0.0,0.1428571492433548,1.0,3.3874003887176514,0.4285714328289032
15,0.0,0.2658730149269104,1.0,1.9232648611068726,0.5634920597076416,0.0,0.1428571492433548,1.0,3.359004259109497,0.4285714328289032
16,0.0,0.2222222238779068,1.0,1.925814151763916,0.5396825671195984,0.0,0.1428571492433548,1.0,3.3319578170776367,0.4285714328289032
17,0.0,0.2142857164144516,1.0,1.965169072151184,0.5357142686843872,0.0,0.1428571492433548,1.0,3.3064441680908203,0.4285714328289032
18,0.0,0.2658730149269104,1.0,1.9223542213439941,0.579365074634552,0.0,0.1428571492433548,1.0,3.2826766967773438,0.4523809552192688
19,0.0,0.2380952388048172,1.0,1.886589527130127,0.5952380895614624,0.0,0.1428571492433548,1.0,3.2606546878814697,0.523809552192688
20,0.0,0.2539682686328888,1.0,1.9086652994155884,0.5476190447807312,0.0,0.1428571492433548,1.0,3.240375280380249,0.5476190447807312
21,0.0,0.2420634925365448,1.0,1.8666415214538574,0.6269841194152832,0.0,0.2380952388048172,1.0,3.221564531326294,0.5714285969734192
22,0.0,0.3253968358039856,1.0,1.7943625450134277,0.64682537317276,0.0,0.2857142984867096,1.0,3.203930616378784,0.5714285969734192
23,0.0,0.3571428656578064,1.0,1.7220360040664673,0.6785714030265808,0.0,0.2857142984867096,1.0,3.1871089935302734,0.5714285969734192
24,0.0,0.4404761791229248,1.0,1.5667407512664795,0.7063491940498352,0.0,0.2857142984867096,1.0,3.1711742877960205,0.5714285969734192
25,0.0,0.488095223903656,1.0,1.3668475151062012,0.8015872836112976,0.0,0.2857142984867096,1.0,3.155987501144409,0.5714285969734192
26,0.02777777798473835,0.579365074634552,1.0,1.127188801765442,0.9166666865348816,0.0,0.2857142984867096,1.0,3.1414172649383545,0.5714285969734192
27,0.0,0.579365074634552,1.0,0.9721909761428833,0.976190447807312,0.0,0.2857142984867096,1.0,3.1272976398468018,0.5714285969734192
28,0.02777777798473835,0.658730149269104,1.0,0.8389678001403809,1.0,0.0,0.2857142984867096,1.0,3.1135094165802,0.5714285969734192
29,0.02777777798473835,0.6626983880996704,1.0,0.8707711100578308,1.0,0.0,0.2857142984867096,1.0,3.0999186038970947,0.5714285969734192
30,0.0833333358168602,0.7142857313156128,1.0,0.7332331538200378,1.0,0.0,0.2857142984867096,1.0,3.086215019226074,0.5714285969734192
31,0.0833333358168602,0.726190447807312,1.0,0.8006401658058167,0.9920634627342224,0.0,0.2857142984867096,1.0,3.0728704929351807,0.5714285969734192
32,0.2222222238779068,0.8214285969734192,1.0,0.5556579828262329,0.9960317611694336,0.0,0.2857142984867096,1.0,3.059521436691284,0.5714285969734192
33,0.1388888955116272,0.817460298538208,1.0,0.5520824193954468,0.9920634627342224,0.0,0.2857142984867096,1.0,3.0461432933807373,0.5714285969734192
34,0.3611111044883728,0.8452380895614624,1.0,0.5454611778259277,0.9960317611694336,0.0,0.2857142984867096,1.0,3.0325214862823486,0.5714285969734192
35,0.3888888955116272,0.8492063283920288,1.0,0.4704967141151428,1.0,0.0,0.261904776096344,1.0,3.018709421157837,0.5714285969734192
36,0.4444444477558136,0.8928571343421936,1.0,0.38520878553390503,1.0,0.0,0.261904776096344,1.0,3.004762649536133,0.5714285969734192
37,0.3611111044883728,0.9047619104385376,1.0,0.3857567310333252,1.0,0.0,0.2380952388048172,1.0,2.990910530090332,0.5952380895614624
38,0.6944444179534912,0.9484127163887024,1.0,0.28590914607048035,1.0,0.0,0.2380952388048172,1.0,2.9762375354766846,0.5714285969734192
39,0.5833333134651184,0.9285714030265808,1.0,0.3648523688316345,1.0,0.0,0.2380952388048172,1.0,2.9617316722869873,0.5714285969734192
40,0.8888888955116272,0.9841269850730896,1.0,0.20622576773166656,1.0,0.0,0.2380952388048172,1.0,2.94645619392395,0.5714285969734192
41,0.9722222089767456,0.9960317611694336,1.0,0.17587785422801971,1.0,0.0,0.2380952388048172,1.0,2.9307758808135986,0.5714285969734192
42,0.8333333134651184,0.976190447807312,1.0,0.20795640349388123,1.0,0.0,0.2380952388048172,1.0,2.914292097091675,0.5714285969734192
43,0.9722222089767456,0.9960317611694336,1.0,0.16400109231472015,1.0,0.0,0.2380952388048172,1.0,2.897531270980835,0.5714285969734192
44,1.0,1.0,1.0,0.166847363114357,1.0,0.0,0.2380952388048172,1.0,2.8805935382843018,0.5714285969734192
45,0.9166666865348816,0.9841269850730896,1.0,0.20333461463451385,1.0,0.0,0.2380952388048172,1.0,2.863065719604492,0.5714285969734192
46,0.9722222089767456,0.9960317611694336,1.0,0.16848799586296082,1.0,0.0,0.2380952388048172,1.0,2.845215082168579,0.5714285969734192
47,1.0,1.0,1.0,0.17164841294288635,1.0,0.0,0.2380952388048172,1.0,2.8266897201538086,0.5714285969734192
48,0.9444444179534912,0.9920634627342224,1.0,0.16906076669692993,1.0,0.0,0.2380952388048172,1.0,2.8081254959106445,0.5952380895614624
49,0.9166666865348816,0.988095223903656,1.0,0.17434409260749817,1.0,0.0,0.2380952388048172,1.0,2.789118766784668,0.5714285969734192
50,0.9722222089767456,0.9960317611694336,1.0,0.16734261810779572,1.0,0.0,0.2380952388048172,1.0,2.76977276802063,0.5714285969734192
51,1.0,1.0,1.0,0.15341155230998993,1.0,0.0,0.2380952388048172,1.0,2.750185012817383,0.5952380895614624
52,1.0,1.0,1.0,0.16312997043132782,1.0,0.0,0.2380952388048172,1.0,2.730191230773926,0.5952380895614624
53,0.9444444179534912,0.9920634627342224,1.0,0.16481639444828033,1.0,0.0,0.2380952388048172,1.0,2.709989547729492,0.5952380895614624
54,1.0,1.0,1.0,0.1562349796295166,1.0,0.0,0.2380952388048172,1.0,2.689427614212036,0.5952380895614624
55,1.0,1.0,1.0,0.15901905298233032,1.0,0.0,0.2380952388048172,1.0,2.6688015460968018,0.5952380895614624
56,0.9444444179534912,0.9920634627342224,1.0,0.1719130128622055,1.0,0.0,0.2380952388048172,1.0,2.6479411125183105,0.5952380895614624
57,0.9722222089767456,0.9960317611694336,1.0,0.17618808150291443,1.0,0.0,0.2380952388048172,1.0,2.627225875854492,0.5714285969734192
58,1.0,1.0,1.0,0.15561315417289734,1.0,0.0,0.261904776096344,1.0,2.6058292388916016,0.5714285969734192
59,0.9722222089767456,0.9960317611694336,1.0,0.16182821989059448,1.0,0.0,0.2857142984867096,1.0,2.584237813949585,0.5714285969734192
60,1.0,1.0,1.0,0.1552838534116745,1.0,0.0,0.2857142984867096,1.0,2.563035011291504,0.5714285969734192
61,1.0,1.0,1.0,0.15675856173038483,1.0,0.0,0.261904776096344,1.0,2.5411040782928467,0.5714285969734192
62,1.0,1.0,1.0,0.15466530621051788,1.0,0.0,0.3095238208770752,1.0,2.519408941268921,0.5952380895614624
63,1.0,1.0,1.0,0.1580704003572464,1.0,0.0,0.3095238208770752,1.0,2.497638463973999,0.5952380895614624
64,1.0,1.0,1.0,0.15543153882026672,1.0,0.0,0.3095238208770752,1.0,2.4758520126342773,0.5952380895614624
65,1.0,1.0,1.0,0.1567767709493637,1.0,0.0,0.3095238208770752,1.0,2.4539921283721924,0.5952380895614624
66,0.9722222089767456,0.9960317611694336,1.0,0.15836673974990845,1.0,0.0,0.2857142984867096,1.0,2.432173252105713,0.5952380895614624
67,1.0,1.0,1.0,0.15512827038764954,1.0,0.0,0.2857142984867096,1.0,2.4106478691101074,0.5952380895614624
68,0.9722222089767456,0.9960317611694336,1.0,0.15772786736488342,1.0,0.0,0.2857142984867096,1.0,2.3888320922851562,0.5952380895614624
69,1.0,1.0,1.0,0.15191635489463806,1.0,0.0,0.2857142984867096,1.0,2.367365598678589,0.5952380895614624
70,1.0,1.0,1.0,0.15059946477413177,1.0,0.0,0.2857142984867096,1.0,2.3459160327911377,0.5952380895614624
71,1.0,1.0,1.0,0.15242061018943787,1.0,0.0,0.2857142984867096,1.0,2.3245770931243896,0.5714285969734192
72,1.0,1.0,1.0,0.15262889862060547,1.0,0.0,0.2857142984867096,1.0,2.3033649921417236,0.5714285969734192
73,1.0,1.0,1.0,0.15145103633403778,1.0,0.0,0.2857142984867096,1.0,2.282365083694458,0.5714285969734192
74,1.0,1.0,1.0,0.1560199111700058,1.0,0.0,0.2857142984867096,1.0,2.2617738246917725,0.5714285969734192
75,1.0,1.0,1.0,0.15412864089012146,1.0,0.0,0.2857142984867096,1.0,2.241605520248413,0.5714285969734192
76,1.0,1.0,1.0,0.1503225415945053,1.0,0.0,0.2857142984867096,1.0,2.221803903579712,0.5714285969734192
77,1.0,1.0,1.0,0.14917248487472534,1.0,0.0,0.2857142984867096,1.0,2.201916217803955,0.5714285969734192
78,0.9722222089767456,0.9960317611694336,1.0,0.15336957573890686,1.0,0.0,0.2857142984867096,1.0,2.1825103759765625,0.5952380895614624
79,1.0,1.0,1.0,0.14916229248046875,1.0,0.0,0.2857142984867096,1.0,2.163120985031128,0.5952380895614624
80,1.0,1.0,1.0,0.1483740359544754,1.0,0.0,0.2857142984867096,1.0,2.143970489501953,0.5952380895614624
81,1.0,1.0,1.0,0.14882510900497437,1.0,0.0,0.2857142984867096,1.0,2.1255781650543213,0.6190476417541504
82,1.0,1.0,1.0,0.15136638283729553,1.0,0.0,0.2857142984867096,1.0,2.1073248386383057,0.6428571343421936
83,1.0,1.0,1.0,0.1532171219587326,1.0,0.0,0.2857142984867096,1.0,2.0892457962036133,0.6428571343421936
84,1.0,1.0,1.0,0.14910143613815308,1.0,0.0,0.2857142984867096,1.0,2.0711824893951416,0.6428571343421936
85,1.0,1.0,1.0,0.15270951390266418,1.0,0.0,0.2857142984867096,1.0,2.0545732975006104,0.6428571343421936
86,1.0,1.0,1.0,0.14863774180412292,1.0,0.0,0.2857142984867096,1.0,2.0377609729766846,0.6428571343421936
87,1.0,1.0,1.0,0.14836519956588745,1.0,0.0,0.2857142984867096,1.0,2.0210070610046387,0.6428571343421936
88,1.0,1.0,1.0,0.1498626172542572,1.0,0.0,0.2857142984867096,1.0,2.0049710273742676,0.6428571343421936
89,1.0,1.0,1.0,0.1505281627178192,1.0,0.0,0.2857142984867096,1.0,1.9880748987197876,0.6428571343421936
90,1.0,1.0,1.0,0.14780281484127045,1.0,0.0,0.2857142984867096,1.0,1.9715852737426758,0.6428571343421936
91,1.0,1.0,1.0,0.14875584840774536,1.0,0.0,0.2857142984867096,1.0,1.9553284645080566,0.6428571343421936
92,1.0,1.0,1.0,0.14803028106689453,1.0,0.0,0.2857142984867096,1.0,1.9394601583480835,0.6428571343421936
93,1.0,1.0,1.0,0.1458788514137268,1.0,0.0,0.3095238208770752,1.0,1.9234708547592163,0.6428571343421936
94,0.9722222089767456,0.9960317611694336,1.0,0.1539078652858734,1.0,0.0,0.3095238208770752,1.0,1.9077545404434204,0.6428571343421936
95,1.0,1.0,1.0,0.14623796939849854,1.0,0.0,0.3095238208770752,1.0,1.8916279077529907,0.6428571343421936
96,1.0,1.0,1.0,0.14791862666606903,1.0,0.0,0.3095238208770752,1.0,1.8757864236831665,0.6666666865348816
97,1.0,1.0,1.0,0.14685159921646118,1.0,0.0,0.3095238208770752,1.0,1.8597227334976196,0.6904761791229248
98,1.0,1.0,1.0,0.1455031931400299,1.0,0.0,0.3095238208770752,1.0,1.8436273336410522,0.7142857313156128
99,1.0,1.0,1.0,0.146925687789917,1.0,0.0,0.3095238208770752,1.0,1.8283342123031616,0.738095223903656
100,1.0,1.0,1.0,0.14628557860851288,1.0,0.0,0.3095238208770752,1.0,1.8128089904785156,0.738095223903656
